timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1778169821810,520,01 - Homepage,200,OK,Realistic User Journey 1-98,text,true,,8959,349,100,100,http://localhost/,520,0,0
1778169821485,980,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",487,366,100,100,http://localhost/catalogue,980,0,1
1778169821982,498,01 - Homepage,200,OK,Realistic User Journey 1-62,text,true,,8959,351,100,100,http://localhost/,498,0,0
1778169821739,1043,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-56,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",487,358,100,100,http://localhost/catalogue,1043,0,1
1778169823462,1004,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-25,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",487,356,100,100,http://localhost/catalogue,1004,0,1
1778169823496,1045,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-11,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",487,358,100,100,http://localhost/catalogue,1045,0,1
1778169824184,498,01 - Homepage,200,OK,Realistic User Journey 1-86,text,true,,8959,351,100,100,http://localhost/,498,0,0
1778169824231,504,01 - Homepage,200,OK,Realistic User Journey 1-77,text,true,,8959,349,100,100,http://localhost/,504,0,0
1778169824383,470,01 - Homepage,200,OK,Realistic User Journey 1-61,text,true,,8959,347,100,100,http://localhost/,470,0,0
1778169824344,984,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-53,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",491,356,100,100,http://localhost/catalogue,984,0,1
1778169824588,1038,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-59,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",366,360,100,100,http://localhost/catalogue,1038,0,1
1778169824730,956,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-39,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",366,360,100,100,http://localhost/catalogue,956,0,1
1778169825274,512,01 - Homepage,200,OK,Realistic User Journey 1-84,text,true,,8959,351,100,100,http://localhost/,512,0,0
1778169825329,524,01 - Homepage,200,OK,Realistic User Journey 1-91,text,true,,8959,347,100,100,http://localhost/,524,0,0
1778169825414,1062,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-41,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",366,356,100,100,http://localhost/catalogue,1062,0,1
1778169825506,1049,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-27,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",366,358,100,100,http://localhost/catalogue,1049,0,1
1778169825743,1024,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-43,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",366,358,100,100,http://localhost/catalogue,1024,0,1
1778169826329,1042,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-49,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",487,360,100,100,http://localhost/catalogue,1042,0,1
1778169827154,519,01 - Homepage,200,OK,Realistic User Journey 1-87,text,true,,8959,349,100,100,http://localhost/,519,0,0
1778169826894,960,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-37,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",487,356,100,100,http://localhost/catalogue,960,0,1
1778169827540,514,01 - Homepage,200,OK,Realistic User Journey 1-96,text,true,,8959,349,100,100,http://localhost/,514,0,0
1778169827627,491,03 - View Product Details (Classic),500,Internal Server Error,Realistic User Journey 1-20,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",366,397,100,100,http://localhost/catalogue/03fef6ac-1896-4ce8-bd69-b798f85c6e0b,491,0,0
1778169827903,470,01 - Homepage,200,OK,Realistic User Journey 1-97,text,true,,8959,349,100,100,http://localhost/,470,0,0
1778169827435,983,02 - Browse Catalogue,500,Internal Server Error,Realistic User Journey 1-42,text,false,"Test failed: code expected to equal /

****** received  : [[[5]]]00

****** comparison: [[[2]]]00

/",366,356,100,100,http://localhost/catalogue,983,0,0
1778169828110,474,01 - Homepage,200,OK,Realistic User Journey 1-70,text,true,,8959,349,100,100,http://localhost/,474,0,0
